,hhmm_open,open,high,low,close,minutes,date
330,1430,25.0,25.0,25.0,25.0,1,20240117
331,1431,25.0,25.0,25.0,25.0,1,20240117
332,1432,25.0,25.0,25.0,25.0,1,20240117
333,1433,25.0,25.0,25.0,25.0,1,20240117
334,1434,25.0,25.0,25.0,25.0,1,20240117
335,1435,25.0,25.0,25.0,25.0,1,20240117
336,1436,25.0,25.0,25.0,25.0,1,20240117
337,1437,25.0,25.0,25.0,25.0,1,20240117
338,1438,25.0,25.0,25.0,25.0,1,20240117
339,1439,25.0,25.0,25.0,25.0,1,20240117
340,1440,25.0,25.0,25.0,25.0,1,20240117
341,1441,25.0,25.0,25.0,25.0,1,20240117
342,1442,25.0,25.0,25.0,25.0,1,20240117
343,1443,25.0,25.0,25.0,25.0,1,20240117
344,1444,25.0,25.0,25.0,25.0,1,20240117
345,1445,25.0,25.0,25.0,25.0,1,20240117
346,1446,25.0,25.0,25.0,25.0,1,20240117
347,1447,25.0,25.0,25.0,25.0,1,20240117
348,1448,25.0,25.0,25.0,25.0,1,20240117
349,1449,25.0,25.0,25.0,25.0,1,20240117
350,1450,25.0,25.0,25.0,25.0,1,20240117
351,1451,25.0,25.0,25.0,25.0,1,20240117
352,1452,25.0,25.0,25.0,25.0,1,20240117
353,1453,25.0,25.0,25.0,25.0,1,20240117
354,1454,25.0,25.0,25.0,25.0,1,20240117
355,1455,25.0,25.0,25.0,25.0,1,20240117
356,1456,25.0,25.0,25.0,25.0,1,20240117
357,1457,25.0,25.0,25.0,25.0,1,20240117
358,1458,25.0,25.0,25.0,25.0,1,20240117
359,1459,25.0,25.0,25.0,25.0,1,20240117
360,1500,25.0,25.0,25.0,25.0,1,20240117
361,1501,25.0,25.0,25.0,25.0,1,20240117
362,1502,25.0,25.0,25.0,25.0,1,20240117
363,1503,25.0,25.0,25.0,25.0,1,20240117
364,1504,25.0,25.0,25.0,25.0,1,20240117
365,1505,25.0,25.0,25.0,25.0,1,20240117
366,1506,25.0,25.0,25.0,25.0,1,20240117
367,1507,25.0,25.0,25.0,25.0,1,20240117
368,1508,25.0,25.0,25.0,25.0,1,20240117
369,1509,25.0,25.0,25.0,25.0,1,20240117
370,1510,25.0,25.0,25.0,25.0,1,20240117
371,1511,25.0,25.0,25.0,25.0,1,20240117
372,1512,25.0,25.0,25.0,25.0,1,20240117
373,1513,25.0,25.0,25.0,25.0,1,20240117
374,1514,25.0,25.0,25.0,25.0,1,20240117
375,1515,25.0,25.0,25.0,25.0,1,20240117
376,1516,25.0,25.0,25.0,25.0,1,20240117
377,1517,25.0,25.0,25.0,25.0,1,20240117
378,1518,25.0,25.0,25.0,25.0,1,20240117
379,1519,25.0,25.0,25.0,25.0,1,20240117
380,1520,25.0,25.0,25.0,25.0,1,20240117
381,1521,25.0,25.0,25.0,25.0,1,20240117
382,1522,25.0,25.0,25.0,25.0,1,20240117
383,1523,25.0,25.0,25.0,25.0,1,20240117
384,1524,25.0,25.0,25.0,25.0,1,20240117
385,1525,25.0,25.0,25.0,25.0,1,20240117
386,1526,25.0,25.0,25.0,25.0,1,20240117
387,1527,25.0,25.0,25.0,25.0,1,20240117
388,1528,25.0,25.0,25.0,25.0,1,20240117
389,1529,25.0,25.0,25.0,25.0,1,20240117
390,1530,25.0,25.0,25.0,25.0,1,20240117
391,1531,25.0,25.0,25.0,25.0,1,20240117
392,1532,25.0,25.0,25.0,25.0,1,20240117
393,1533,25.0,25.0,25.0,25.0,1,20240117
394,1534,25.0,25.0,25.0,25.0,1,20240117
395,1535,25.0,25.0,25.0,25.0,1,20240117
396,1536,25.0,25.0,25.0,25.0,1,20240117
397,1537,25.0,25.0,25.0,25.0,1,20240117
398,1538,25.0,25.0,25.0,25.0,1,20240117
399,1539,25.0,25.0,25.0,25.0,1,20240117
400,1540,25.0,25.0,25.0,25.0,1,20240117
401,1541,25.0,25.0,25.0,25.0,1,20240117
402,1542,25.0,25.0,25.0,25.0,1,20240117
403,1543,25.0,25.0,25.0,25.0,1,20240117
404,1544,25.0,25.0,25.0,25.0,1,20240117
405,1545,25.0,25.0,25.0,25.0,1,20240117
406,1546,25.0,25.0,25.0,25.0,1,20240117
407,1547,25.0,25.0,25.0,25.0,1,20240117
408,1548,25.0,25.0,25.0,25.0,1,20240117
409,1549,25.0,25.0,25.0,25.0,1,20240117
410,1550,25.0,25.0,25.0,25.0,1,20240117
411,1551,25.0,25.0,25.0,25.0,1,20240117
412,1552,25.0,25.0,25.0,25.0,1,20240117
413,1553,25.0,25.0,25.0,25.0,1,20240117
414,1554,25.0,25.0,25.0,25.0,1,20240117
415,1555,25.0,25.0,25.0,25.0,1,20240117
416,1556,25.0,25.0,25.0,25.0,1,20240117
417,1557,25.0,25.0,25.0,25.0,1,20240117
418,1558,25.0,25.0,25.0,25.0,1,20240117
419,1559,25.0,25.0,25.0,25.0,1,20240117
420,1600,25.0,25.0,25.0,25.0,1,20240117
421,1601,25.0,25.0,25.0,25.0,1,20240117
422,1602,25.0,25.0,25.0,25.0,1,20240117
423,1603,25.0,25.0,25.0,25.0,1,20240117
424,1604,25.0,25.0,25.0,25.0,1,20240117
425,1605,25.0,25.0,25.0,25.0,1,20240117
426,1606,25.0,25.0,25.0,25.0,1,20240117
427,1607,25.0,25.0,25.0,25.0,1,20240117
428,1608,25.0,25.0,25.0,25.0,1,20240117
429,1609,25.0,25.0,25.0,25.0,1,20240117
430,1610,25.0,25.0,25.0,25.0,1,20240117
431,1611,25.0,25.0,25.0,25.0,1,20240117
432,1612,25.0,25.0,25.0,25.0,1,20240117
433,1613,25.0,25.0,25.0,25.0,1,20240117
434,1614,25.0,25.0,25.0,25.0,1,20240117
435,1615,25.0,25.0,25.0,25.0,1,20240117
436,1616,25.0,25.0,25.0,25.0,1,20240117
437,1617,25.0,25.0,25.0,25.0,1,20240117
438,1618,25.0,25.0,25.0,25.0,1,20240117
439,1619,25.0,25.0,25.0,25.0,1,20240117
440,1620,25.0,25.0,25.0,25.0,1,20240117
441,1621,25.0,25.0,25.0,25.0,1,20240117
442,1622,25.0,25.0,25.0,25.0,1,20240117
443,1623,25.0,25.0,25.0,25.0,1,20240117
444,1624,25.0,25.0,25.0,25.0,1,20240117
445,1625,25.0,25.0,25.0,25.0,1,20240117
446,1626,25.0,25.0,25.0,25.0,1,20240117
447,1627,25.0,25.0,25.0,25.0,1,20240117
448,1628,25.0,25.0,25.0,25.0,1,20240117
449,1629,25.0,25.0,25.0,25.0,1,20240117
450,1630,25.0,25.0,25.0,25.0,1,20240117
451,1631,25.0,25.0,25.0,25.0,1,20240117
452,1632,25.0,25.0,25.0,25.0,1,20240117
453,1633,25.0,25.0,25.0,25.0,1,20240117
454,1634,25.0,25.0,25.0,25.0,1,20240117
455,1635,25.0,25.0,25.0,25.0,1,20240117
456,1636,25.0,25.0,25.0,25.0,1,20240117
457,1637,25.0,25.0,25.0,25.0,1,20240117
458,1638,25.0,25.0,25.0,25.0,1,20240117
459,1639,25.0,25.0,25.0,25.0,1,20240117
460,1640,25.0,25.0,25.0,25.0,1,20240117
461,1641,25.0,25.0,25.0,25.0,1,20240117
462,1642,25.0,25.0,25.0,25.0,1,20240117
463,1643,25.0,25.0,25.0,25.0,1,20240117
464,1644,25.0,25.0,25.0,25.0,1,20240117
465,1645,25.0,25.0,25.0,25.0,1,20240117
466,1646,25.0,25.0,25.0,25.0,1,20240117
467,1647,25.0,25.0,25.0,25.0,1,20240117
468,1648,25.0,25.0,25.0,25.0,1,20240117
469,1649,25.0,25.0,25.0,25.0,1,20240117
470,1650,25.0,25.0,25.0,25.0,1,20240117
471,1651,25.0,25.0,25.0,25.0,1,20240117
472,1652,25.0,25.0,25.0,25.0,1,20240117
473,1653,25.0,25.0,25.0,25.0,1,20240117
474,1654,25.0,25.0,25.0,25.0,1,20240117
475,1655,25.0,25.0,25.0,25.0,1,20240117
476,1656,25.0,25.0,25.0,25.0,1,20240117
477,1657,25.0,25.0,25.0,25.0,1,20240117
478,1658,25.0,25.0,25.0,25.0,1,20240117
479,1659,25.0,25.0,25.0,25.0,1,20240117
480,1700,25.0,25.0,25.0,25.0,1,20240117
481,1701,25.0,25.0,25.0,25.0,1,20240117
482,1702,25.0,25.0,25.0,25.0,1,20240117
483,1703,25.0,25.0,25.0,25.0,1,20240117
484,1704,25.0,25.0,25.0,25.0,1,20240117
485,1705,25.0,25.0,25.0,25.0,1,20240117
486,1706,25.0,25.0,25.0,25.0,1,20240117
487,1707,25.0,25.0,25.0,25.0,1,20240117
488,1708,25.0,25.0,25.0,25.0,1,20240117
489,1709,25.0,25.0,25.0,25.0,1,20240117
490,1710,25.0,25.0,25.0,25.0,1,20240117
491,1711,25.0,25.0,25.0,25.0,1,20240117
492,1712,25.0,25.0,25.0,25.0,1,20240117
493,1713,25.0,25.0,25.0,25.0,1,20240117
494,1714,25.0,25.0,25.0,25.0,1,20240117
495,1715,25.0,25.0,25.0,25.0,1,20240117
496,1716,25.0,25.0,25.0,25.0,1,20240117
497,1717,25.0,25.0,25.0,25.0,1,20240117
498,1718,25.0,25.0,25.0,25.0,1,20240117
499,1719,25.0,25.0,25.0,25.0,1,20240117
500,1720,25.0,25.0,25.0,25.0,1,20240117
501,1721,25.0,25.0,25.0,25.0,1,20240117
502,1722,25.0,25.0,25.0,25.0,1,20240117
503,1723,25.0,25.0,25.0,25.0,1,20240117
504,1724,25.0,25.0,25.0,25.0,1,20240117
505,1725,25.0,25.0,25.0,25.0,1,20240117
506,1726,25.0,25.0,25.0,25.0,1,20240117
507,1727,25.0,25.0,25.0,25.0,1,20240117
508,1728,25.0,25.0,25.0,25.0,1,20240117
509,1729,25.0,25.0,25.0,25.0,1,20240117
510,1730,25.0,25.0,25.0,25.0,1,20240117
511,1731,25.0,25.0,25.0,25.0,1,20240117
512,1732,25.0,25.0,25.0,25.0,1,20240117
513,1733,25.0,25.0,25.0,25.0,1,20240117
514,1734,25.0,25.0,25.0,25.0,1,20240117
